run,layer,Latitude_End,Longitude_End,MAG,RPKM
ERR3589562,Mesopelagic,64.7598,-53.1206,UBA7428_sp2,0.910919863
ERR3589563,Mesopelagic,61.5128,-55.9886,UBA7428_sp2,0.159333514
ERR3589570,Mesopelagic,78.1432,115.8086,UBA7428_sp2,0.151598575
ERR3589573,Mesopelagic,74.3047,-85.7415,UBA7428_sp2,2.545661191
ERR3589574,Mesopelagic,72.3698,-72.0234,UBA7428_sp2,4.468125903
ERR3589584,Mesopelagic,54.6568,-16.5728,UBA7428_sp2,0.088410656
ERR3589585,Mesopelagic,67.2688,0.3537,UBA7428_sp2,0.173887374
ERR3589593,Mesopelagic,76.0157,1.4071,UBA7428_sp2,0.124682042
ERR598944,Mesopelagic,43.7649,-16.8935,UBA7428_sp2,0.042990489
ERR598947,Mesopelagic,-31.056,4.6606,UBA7428_sp2,0.041628096
ERR598958,Mesopelagic,33.9044,-56.7834,UBA7428_sp2,0.040846518
ERR598960,Mesopelagic,-35.2792,26.382,UBA7428_sp2,0.037948778
ERR598964,Mesopelagic,34.155,-49.6942,UBA7428_sp2,0.041040314
ERR598971,Mesopelagic,2.1008,-84.5107,UBA7428_sp2,0.054201433
ERR598980,Mesopelagic,31.5319,-159.0668,UBA7428_sp2,0.041184968
ERR599000,Mesopelagic,-20.9724,-35.2742,UBA7428_sp2,0.03451227
ERR599004,Mesopelagic,6.3929,-103.0691,UBA7428_sp2,0.03979979
ERR599005,Mesopelagic,-8.7887,-17.9142,UBA7428_sp2,0.041443517
ERR599008,Mesopelagic,-61.9898,-49.3613,UBA7428_sp2,0.049420112
ERR599015,Mesopelagic,14.1468,-116.6821,UBA7428_sp2,0.044915311
ERR599020,Mesopelagic,-1.8191,-84.6284,UBA7428_sp2,0.21924031
ERR599021,Mesopelagic,-29.5082,37.9202,UBA7428_sp2,0.040890481
ERR599033,Mesopelagic,-8.978,-139.2432,UBA7428_sp2,0.043414726
ERR599034,Mesopelagic,-35.2792,26.382,UBA7428_sp2,0.038823359
ERR599044,Mesopelagic,-20.3356,-3.2659,UBA7428_sp2,0.057720815
ERR599047,Mesopelagic,34.6054,-71.2317,UBA7428_sp2,0.041006614
ERR599048,Mesopelagic,-8.7887,-17.9142,UBA7428_sp2,0.042115862
ERR599051,Mesopelagic,6.3929,-103.0691,UBA7428_sp2,0.038810334
ERR599072,Mesopelagic,-23.1719,-129.6713,UBA7428_sp2,0.05902496
ERR599076,Mesopelagic,14.1468,-116.6821,UBA7428_sp2,0.045335134
ERR599083,Mesopelagic,-8.978,-139.2432,UBA7428_sp2,0.043936765
ERR599085,Mesopelagic,-25.8339,-111.8078,UBA7428_sp2,0.031232339
ERR599086,Mesopelagic,-16.9727,-100.6633,UBA7428_sp2,0.083528655
ERR599096,Mesopelagic,-8.978,-139.2432,UBA7428_sp2,0.043334722
ERR599112,Mesopelagic,-15.3216,43.2843,UBA7428_sp2,0.045720087
ERR599115,Mesopelagic,35.3379,-127.7376,UBA7428_sp2,0.040062106
ERR599124,Mesopelagic,-30.3455,-43.2924,UBA7428_sp2,0.031712186
ERR599125,Mesopelagic,-61.9898,-49.3613,UBA7428_sp2,0.047117469
ERR599127,Mesopelagic,14.1468,-116.6821,UBA7428_sp2,0.046193137
ERR599131,Mesopelagic,-31.056,4.6606,UBA7428_sp2,0.043931905
ERR599149,Mesopelagic,-20.3356,-3.2659,UBA7428_sp2,0.057544452
ERR599152,Mesopelagic,14.1468,-116.6821,UBA7428_sp2,0.046543077
ERR599154,Mesopelagic,-20.9724,-35.2742,UBA7428_sp2,0.035102083
ERR599159,Mesopelagic,-30.3455,-43.2924,UBA7428_sp2,0.031077686
ERR599164,Mesopelagic,-29.5082,37.9202,UBA7428_sp2,0.040128827
ERR599175,Mesopelagic,6.3929,-103.0691,UBA7428_sp2,0.038040174
ERR315858,Surface,42.1874,17.7189,UBA7428_sp2,0.162798281
ERR315861,Surface,42.1874,17.7189,UBA7428_sp2,0.160186579
ERR315862,Surface,33.9203,32.8411,UBA7428_sp2,0.067401578
ERR315863,Surface,33.9203,32.8411,UBA7428_sp2,0.21688917
ERR3589554,Surface,78.3192,91.7203,UBA7428_sp2,6.965432718
ERR3589555,Surface,77.9295,116.9938,UBA7428_sp2,4.720418943
ERR3589556,Surface,73.3833,-168.3333,UBA7428_sp2,13.08341923
ERR3589557,Surface,71.9208,-154.9367,UBA7428_sp2,3.534882263
ERR3589558,Surface,74.3218,-85.9117,UBA7428_sp2,8.931944669
ERR3589559,Surface,72.4769,-71.9329,UBA7428_sp2,15.92264804
ERR3589561,Surface,70.9706,-53.5968,UBA7428_sp2,2.463191139
ERR3589566,Surface,78.9222,79.2246,UBA7428_sp2,5.504436134
ERR3589568,Surface,74.7997,76.0879,UBA7428_sp2,1.961836729
ERR3589575,Surface,69.1094,-51.6368,UBA7428_sp2,6.259390435
ERR3589576,Surface,64.7609,-53.1069,UBA7428_sp2,1.970686835
ERR3589577,Surface,79.2023,66.5078,UBA7428_sp2,7.84160651
ERR3589580,Surface,71.5439,160.9423,UBA7428_sp2,5.673407797
ERR3589581,Surface,71.0704,174.9916,UBA7428_sp2,5.316306914
ERR3589582,Surface,61.5214,-55.9973,UBA7428_sp2,0.648298362
ERR3589586,Surface,76.1663,1.8689,UBA7428_sp2,1.088221594
ERR3589588,Surface,72.6601,44.1569,UBA7428_sp2,4.375059288
ERR3589590,Surface,77.3025,73.2438,UBA7428_sp2,10.55466738
ERR3589591,Surface,54.5745,-16.8264,UBA7428_sp2,0.170962977
ERR3589592,Surface,67.1385,0.2443,UBA7428_sp2,0.900478029
ERR598943,Surface,-5.254,-85.2248,UBA7428_sp2,0.10399587
ERR598945,Surface,-60.3606,-60.5096,UBA7428_sp2,0.742168009
ERR598951,Surface,39.3599,19.4084,UBA7428_sp2,0.090740879
ERR598954,Surface,-23.24,-129.4851,UBA7428_sp2,0.086621089
ERR598955,Surface,35.5571,-6.5586,UBA7428_sp2,0.093982559
ERR598959,Surface,18.4017,39.855,UBA7428_sp2,0.072401713
ERR598963,Surface,34.0491,-49.8315,UBA7428_sp2,0.096130393
ERR598966,Surface,20.8151,63.5046,UBA7428_sp2,0.073816755
ERR598967,Surface,-29.6749,-101.2137,UBA7428_sp2,0.104500405
ERR598968,Surface,34.8341,-71.204,UBA7428_sp2,0.08611814
ERR598969,Surface,34.835,34.8033,UBA7428_sp2,0.101235266
ERR598970,Surface,-29.5023,37.9965,UBA7428_sp2,0.082457759
ERR598973,Surface,-34.8986,18.03,UBA7428_sp2,0.069949002
ERR598976,Surface,36.139,-28.9598,UBA7428_sp2,0.099412546
ERR598978,Surface,-5.254,-85.2248,UBA7428_sp2,0.10363509
ERR598979,Surface,-35.2087,26.2932,UBA7428_sp2,0.068751215
ERR598983,Surface,39.2173,-72.0327,UBA7428_sp2,0.074833854
ERR598984,Surface,-8.7788,-17.9098,UBA7428_sp2,0.065412603
ERR598989,Surface,14.2017,-116.6336,UBA7428_sp2,0.109393576
ERR598991,Surface,18.4017,39.855,UBA7428_sp2,0.073105908
ERR598992,Surface,-8.9721,-139.2742,UBA7428_sp2,0.106665476
ERR598993,Surface,35.7392,14.3321,UBA7428_sp2,0.103356109
ERR598994,Surface,32.1,17.7,UBA7428_sp2,0.180675935
ERR598997,Surface,2.0596,-84.553,UBA7428_sp2,0.099385947
ERR599003,Surface,35.5571,-6.5586,UBA7428_sp2,0.095238666
ERR599006,Surface,-30.1885,-43.2831,UBA7428_sp2,0.060999463
ERR599009,Surface,-47.1906,-58.2682,UBA7428_sp2,1.64965239
ERR599010,Surface,-21.0073,-35.3344,UBA7428_sp2,0.04412024
ERR599011,Surface,14.5,70,UBA7428_sp2,0.071916554
ERR599012,Surface,-22.3407,40.3444,UBA7428_sp2,0.078653908
ERR599019,Surface,-9.4112,66.3281,UBA7428_sp2,0.088866543
ERR599022,Surface,-30.1885,-43.2831,UBA7428_sp2,0.063363087
ERR599024,Surface,-21.1556,-104.8217,UBA7428_sp2,0.089714886
ERR599029,Surface,9.846,80.0607,UBA7428_sp2,0.116735284
ERR599030,Surface,6.3315,-102.9484,UBA7428_sp2,0.119426666
ERR599035,Surface,-47.1906,-58.2682,UBA7428_sp2,2.120075083
ERR599036,Surface,-9.1552,-140.5284,UBA7428_sp2,0.137201069
ERR599038,Surface,0.0095,-153.7143,UBA7428_sp2,0.136260249
ERR599039,Surface,-1.972,-84.601,UBA7428_sp2,0.140047558
ERR599041,Surface,23.4017,37.2183,UBA7428_sp2,0.076074996
ERR599043,Surface,39.3599,19.4084,UBA7428_sp2,0.112627682
ERR599045,Surface,0.0033,71.6428,UBA7428_sp2,0.115332661
ERR599049,Surface,22.1283,38.1967,UBA7428_sp2,0.102676043
ERR599050,Surface,-32.7806,-87.0917,UBA7428_sp2,0.145915235
ERR599052,Surface,35.4068,-127.7432,UBA7428_sp2,0.126691008
ERR599054,Surface,0.0033,71.6428,UBA7428_sp2,0.110810749
ERR599057,Surface,-15.331,43.2908,UBA7428_sp2,0.089185723
ERR599058,Surface,-17.0283,42.7449,UBA7428_sp2,0.092550159
ERR599059,Surface,-60.3606,-60.5096,UBA7428_sp2,0.736449076
ERR599064,Surface,-33.8785,-73.0369,UBA7428_sp2,0.134283063
ERR599066,Surface,-8.895,-142.6228,UBA7428_sp2,0.107885944
ERR599068,Surface,-34.8986,18.03,UBA7428_sp2,0.07093812
ERR599069,Surface,-9.1552,-140.5284,UBA7428_sp2,0.104586125
ERR599074,Surface,14.5,70,UBA7428_sp2,0.068568635
ERR599075,Surface,6.0124,73.8985,UBA7428_sp2,0.070895577
ERR599077,Surface,-16.9554,-100.6925,UBA7428_sp2,0.122981718
ERR599078,Surface,43.6906,-16.8555,UBA7428_sp2,0.103075261
ERR599080,Surface,-9.1552,-140.5284,UBA7428_sp2,0.104193234
ERR599088,Surface,-29.5023,37.9965,UBA7428_sp2,0.110644032
ERR599090,Surface,-62.1363,-49.3331,UBA7428_sp2,0.472949767
ERR599091,Surface,-8.895,-142.6228,UBA7428_sp2,0.140710122
ERR599093,Surface,-25.8126,-111.7386,UBA7428_sp2,0.114007719
ERR599098,Surface,-17.2387,53.9775,UBA7428_sp2,0.10045919
ERR599102,Surface,19.0342,64.5162,UBA7428_sp2,0.0906113
ERR599105,Surface,-8.7788,-17.9098,UBA7428_sp2,0.062390143
ERR599106,Surface,34.835,34.8033,UBA7428_sp2,0.131268066
ERR599114,Surface,-8.895,-142.6228,UBA7428_sp2,0.141037199
ERR599116,Surface,23.4017,37.2183,UBA7428_sp2,0.076660681
ERR599118,Surface,2.0596,-84.553,UBA7428_sp2,0.130724257
ERR599119,Surface,-8.895,-142.6228,UBA7428_sp2,0.137331071
ERR599120,Surface,-25.8126,-111.7386,UBA7428_sp2,0.115685231
ERR599123,Surface,31.8366,-64.109,UBA7428_sp2,0.125904931
ERR599126,Surface,-21.0073,-35.3344,UBA7428_sp2,0.060297354
ERR599129,Surface,-31.0263,4.6977,UBA7428_sp2,0.08381465
ERR599134,Surface,22.1283,38.1967,UBA7428_sp2,0.104047656
ERR599135,Surface,-20.3976,-3.2009,UBA7428_sp2,0.060262995
ERR599136,Surface,25.5416,88.4044,UBA7428_sp2,0.127062189
ERR599138,Surface,-9.4112,66.3281,UBA7428_sp2,0.104463855
ERR599139,Surface,-17.2387,53.9775,UBA7428_sp2,0.100042142
ERR599140,Surface,35.7392,14.3321,UBA7428_sp2,0.131866144
ERR599141,Surface,6.0124,73.8985,UBA7428_sp2,0.093398906
ERR599142,Surface,31.493,-159.0606,UBA7428_sp2,0.123733421
ERR599143,Surface,20.8151,63.5046,UBA7428_sp2,0.091799063
ERR599144,Surface,32.1,17.7,UBA7428_sp2,0.236423775
ERR599146,Surface,-35.2087,26.2932,UBA7428_sp2,0.091892095
ERR599150,Surface,-29.5023,37.9965,UBA7428_sp2,0.111844415
ERR599151,Surface,-9.1552,-140.5284,UBA7428_sp2,0.135253046
ERR599155,Surface,23.4017,37.2183,UBA7428_sp2,0.072036189
ERR599158,Surface,19.0342,64.5162,UBA7428_sp2,0.092035801
ERR599160,Surface,-8.8951,-140.3174,UBA7428_sp2,0.09234898
ERR599162,Surface,7.416,79.3102,UBA7428_sp2,0.117190805
ERR599163,Surface,-12.9488,-96.0293,UBA7428_sp2,0.146241939
ERR599165,Surface,-20.3976,-3.2009,UBA7428_sp2,0.061666474
ERR599169,Surface,-12.9488,-96.0293,UBA7428_sp2,0.143306256
ERR599171,Surface,-31.0263,4.6977,UBA7428_sp2,0.086712115
ERR599173,Surface,-34.8986,18.03,UBA7428_sp2,0.094565695
ERR599174,Surface,-31.0263,4.6977,UBA7428_sp2,0.081840577
ERR599176,Surface,-62.1363,-49.3331,UBA7428_sp2,0.475664416
ERR1701760,DCM,18.5679,66.4581,GCA.002723295_sp5,0.018106866
ERR315859,DCM,42.1659,17.7285,GCA.002723295_sp5,0.047629734
ERR315860,DCM,42.1659,17.7285,GCA.002723295_sp5,0.04646253
ERR318618,DCM,33.93,32.7322,GCA.002723295_sp5,0.110079801
ERR318619,DCM,33.93,32.7322,GCA.002723295_sp5,0.155379964
ERR318620,DCM,33.93,32.7322,GCA.002723295_sp5,0.098397054
ERR318621,DCM,33.93,32.7322,GCA.002723295_sp5,0.141051204
ERR3589553,DCM,78.9332,79.0913,GCA.002723295_sp5,0.193371102
ERR3589564,DCM,67.18,0.4881,GCA.002723295_sp5,0.101236213
ERR3589565,DCM,72.5971,44.1735,GCA.002723295_sp5,0.2244552
ERR3589569,DCM,78.0015,116.4698,GCA.002723295_sp5,0.163697947
ERR3589571,DCM,73.3091,-168.9031,GCA.002723295_sp5,0.14790392
ERR3589572,DCM,74.335,-85.5414,GCA.002723295_sp5,0.178573574
ERR3589578,DCM,74.8283,76.2096,GCA.002723295_sp5,0.18469536
ERR3589579,DCM,78.3396,91.6416,GCA.002723295_sp5,0.233145833
ERR3589583,DCM,54.525,-16.689,GCA.002723295_sp5,0.185956933
ERR598942,DCM,35.4118,-127.7122,GCA.002723295_sp5,0.107577609
ERR598948,DCM,-8.9632,-139.2276,GCA.002723295_sp5,0.156159502
ERR598949,DCM,19.0108,64.532,GCA.002723295_sp5,0.040073492
ERR598950,DCM,35.5571,-6.5586,GCA.002723295_sp5,0.170557785
ERR598952,DCM,2.0663,-84.5304,GCA.002723295_sp5,0.066055816
ERR598957,DCM,-23.1569,-129.5943,GCA.002723295_sp5,0.195724787
ERR598961,DCM,-16.9687,-100.7324,GCA.002723295_sp5,0.093359754
ERR598962,DCM,-5.2476,-85.3343,GCA.002723295_sp5,0.112372308
ERR598965,DCM,-33.832,-73.0366,GCA.002723295_sp5,0.264662627
ERR598972,DCM,-29.5123,37.8586,GCA.002723295_sp5,0.040633956
ERR598974,DCM,20.8199,63.5138,GCA.002723295_sp5,0.050058313
ERR598975,DCM,18.49,39.8483,GCA.002723295_sp5,0.020589759
ERR598977,DCM,14.5375,70.0244,GCA.002723295_sp5,0.041543722
ERR598982,DCM,-34.8477,18.1136,GCA.002723295_sp5,0.097601856
ERR598986,DCM,36.2108,-28.7989,GCA.002723295_sp5,0.097967231
ERR598987,DCM,14.2016,-116.696,GCA.002723295_sp5,0.023161441
ERR598990,DCM,-35.2528,26.317,GCA.002723295_sp5,0.135531336
ERR598995,DCM,31.4813,-159.088,GCA.002723295_sp5,0.097917968
ERR598996,DCM,35.7956,-37.0998,GCA.002723295_sp5,0.115941867
ERR599002,DCM,-16.9675,53.9199,GCA.002723295_sp5,0.052891985
ERR599007,DCM,-5.2476,-85.3343,GCA.002723295_sp5,0.119837936
ERR599013,DCM,5.9997,73.914,GCA.002723295_sp5,0.038913104
ERR599014,DCM,-1.8505,-84.6318,GCA.002723295_sp5,0.130266605
ERR599016,DCM,-16.9675,53.9199,GCA.002723295_sp5,0.050954459
ERR599017,DCM,-31.0136,4.6932,GCA.002723295_sp5,0.041905912
ERR599018,DCM,-35.2528,26.317,GCA.002723295_sp5,0.12778073
ERR599023,DCM,-29.5123,37.8586,GCA.002723295_sp5,0.030850252
ERR599025,DCM,-29.5123,37.8586,GCA.002723295_sp5,0.037495124
ERR599026,DCM,-17.5656,42.1988,GCA.002723295_sp5,0.050829328
ERR599027,DCM,-47.1208,-57.8265,GCA.002723295_sp5,0.144677803
ERR599032,DCM,0.0328,-153.705,GCA.002723295_sp5,0.053154299
ERR599040,DCM,-21.0675,-35.3923,GCA.002723295_sp5,0.019047431
ERR599042,DCM,-25.859,-111.6989,GCA.002723295_sp5,0.140082064
ERR599046,DCM,-30.1495,-43.2486,GCA.002723295_sp5,0.057906946
ERR599053,DCM,14.5375,70.0244,GCA.002723295_sp5,0.041695841
ERR599056,DCM,-31.0136,4.6932,GCA.002723295_sp5,0.05124987
ERR599061,DCM,23.4217,37.2517,GCA.002723295_sp5,0.037523305
ERR599065,DCM,2.0663,-84.5304,GCA.002723295_sp5,0.070787152
ERR599070,DCM,14.2016,-116.696,GCA.002723295_sp5,0.023977823
ERR599073,DCM,35.7593,14.3453,GCA.002723295_sp5,0.102784488
ERR599079,DCM,-25.859,-111.6989,GCA.002723295_sp5,0.143788356
ERR599081,DCM,-12.9226,-96.0932,GCA.002723295_sp5,0.086850426
ERR599082,DCM,19.0108,64.532,GCA.002723295_sp5,0.041250526
ERR599087,DCM,6.3354,-103.0345,GCA.002723295_sp5,0.029753029
ERR599092,DCM,35.7593,14.3453,GCA.002723295_sp5,0.046209701
ERR599094,DCM,39.3757,19.4167,GCA.002723295_sp5,0.03706134
ERR599095,DCM,35.5571,-6.5586,GCA.002723295_sp5,0.16270002
ERR599097,DCM,23.4217,37.2517,GCA.002723295_sp5,0.038487245
ERR599099,DCM,14.2016,-116.696,GCA.002723295_sp5,0.022635549
ERR599100,DCM,25.7109,-88.4916,GCA.002723295_sp5,0.101597263
ERR599101,DCM,-30.1495,-43.2486,GCA.002723295_sp5,0.002627351
ERR599103,DCM,-31.0136,4.6932,GCA.002723295_sp5,0.048076968
ERR599104,DCM,-62.2658,-49.1658,GCA.002723295_sp5,0.092021948
ERR599107,DCM,-34.8477,18.1136,GCA.002723295_sp5,0.104570135
ERR599108,DCM,2.0663,-84.5304,GCA.002723295_sp5,0.070599849
ERR599110,DCM,-35.2528,26.317,GCA.002723295_sp5,0.127887891
ERR599111,DCM,18.49,39.8483,GCA.002723295_sp5,0.029267921
ERR599113,DCM,-12.9226,-96.0932,GCA.002723295_sp5,0.085418106
ERR599121,DCM,-62.2658,-49.1658,GCA.002723295_sp5,0.092944504
ERR599122,DCM,-47.1208,-57.8265,GCA.002723295_sp5,0.138225176
ERR599130,DCM,5.9997,73.914,GCA.002723295_sp5,0.04077268
ERR599133,DCM,-8.7006,-17.9915,GCA.002723295_sp5,0.071555268
ERR599137,DCM,-8.7006,-17.9915,GCA.002723295_sp5,0.069141867
ERR599145,DCM,18.5679,66.4581,GCA.002723295_sp5,0.029163678
ERR599147,DCM,14.2016,-116.696,GCA.002723295_sp5,0.023741784
ERR599148,DCM,-21.0675,-35.3923,GCA.002723295_sp5,0.018662269
ERR599153,DCM,39.3757,19.4167,GCA.002723295_sp5,0.035761874
ERR599168,DCM,-5.2476,-85.3343,GCA.002723295_sp5,0.268117987
FRAM18_4502_E,DCM,79.61543,-16.525455,GCA.002723295_sp5,0.066549137
FRAM18_4502_F,DCM,78.816987,-2.769484,GCA.002723295_sp5,0.075752986
FRAM18_4502_G,DCM,79.830552,-0.009995,GCA.002723295_sp5,0.056513663
FRAM18_4502_H,DCM,80.160399,0.148768,GCA.002723295_sp5,0.085442357
FRAM18_4502_I,DCM,80.489093,0.038608,GCA.002723295_sp5,0.05470821
FRAM18_4502_J,DCM,81.161264,-0.078996,GCA.002723295_sp5,0.01789715
FRAM18_4502_K,DCM,79.019027,8.007845,GCA.002723295_sp5,0.06330899
FRAM18_4514_A,DCM,79.012988,-5.281426,GCA.002723295_sp5,0.051818458
FRAM18_4514_B,DCM,80.160399,0.148768,GCA.002723295_sp5,0.043379359
FRAM18_4514_C,DCM,80.856194,-0.142645,GCA.002723295_sp5,0.037399929
FRAM18_4514_D,DCM,79.011806,7.035105,GCA.002723295_sp5,0.048558435
ERR3589560,Mesopelagic,70.9125,-53.5349,GCA.002723295_sp5,0.139630143
ERR3589562,Mesopelagic,64.7598,-53.1206,GCA.002723295_sp5,0.113835331
ERR3589563,Mesopelagic,61.5128,-55.9886,GCA.002723295_sp5,0.071566165
ERR3589570,Mesopelagic,78.1432,115.8086,GCA.002723295_sp5,0.103499626
ERR3589573,Mesopelagic,74.3047,-85.7415,GCA.002723295_sp5,0.127279095
ERR3589574,Mesopelagic,72.3698,-72.0234,GCA.002723295_sp5,0.147217799
ERR3589584,Mesopelagic,54.6568,-16.5728,GCA.002723295_sp5,0.063164093
ERR3589585,Mesopelagic,67.2688,0.3537,GCA.002723295_sp5,0.089680895
ERR3589593,Mesopelagic,76.0157,1.4071,GCA.002723295_sp5,0.080570285
ERR598944,Mesopelagic,43.7649,-16.8935,GCA.002723295_sp5,0.010572989
ERR598947,Mesopelagic,-31.056,4.6606,GCA.002723295_sp5,0.020485129
ERR598958,Mesopelagic,33.9044,-56.7834,GCA.002723295_sp5,0.017900423
ERR598960,Mesopelagic,-35.2792,26.382,GCA.002723295_sp5,0.010528644
ERR598964,Mesopelagic,34.155,-49.6942,GCA.002723295_sp5,0.012098987
ERR598971,Mesopelagic,2.1008,-84.5107,GCA.002723295_sp5,0.021552151
ERR598980,Mesopelagic,31.5319,-159.0668,GCA.002723295_sp5,0.019058147
ERR599000,Mesopelagic,-20.9724,-35.2742,GCA.002723295_sp5,0.006118623
ERR599004,Mesopelagic,6.3929,-103.0691,GCA.002723295_sp5,0.008452557
ERR599005,Mesopelagic,-8.7887,-17.9142,GCA.002723295_sp5,0.013803909
ERR599008,Mesopelagic,-61.9898,-49.3613,GCA.002723295_sp5,0.017896785
ERR599015,Mesopelagic,14.1468,-116.6821,GCA.002723295_sp5,0.008518927
ERR599020,Mesopelagic,-1.8191,-84.6284,GCA.002723295_sp5,0.223247109
ERR599021,Mesopelagic,-29.5082,37.9202,GCA.002723295_sp5,0.009131157
ERR599033,Mesopelagic,-8.978,-139.2432,GCA.002723295_sp5,0.040174313
ERR599034,Mesopelagic,-35.2792,26.382,GCA.002723295_sp5,0.010550296
ERR599044,Mesopelagic,-20.3356,-3.2659,GCA.002723295_sp5,0.004363636
ERR599047,Mesopelagic,34.6054,-71.2317,GCA.002723295_sp5,0.013490957
ERR599048,Mesopelagic,-8.7887,-17.9142,GCA.002723295_sp5,0.01399438
ERR599051,Mesopelagic,6.3929,-103.0691,GCA.002723295_sp5,0.00959253
ERR599072,Mesopelagic,-23.1719,-129.6713,GCA.002723295_sp5,0.013354808
ERR599076,Mesopelagic,14.1468,-116.6821,GCA.002723295_sp5,0.008847341
ERR599083,Mesopelagic,-8.978,-139.2432,GCA.002723295_sp5,0.038911657
ERR599085,Mesopelagic,-25.8339,-111.8078,GCA.002723295_sp5,0.007902739
ERR599086,Mesopelagic,-16.9727,-100.6633,GCA.002723295_sp5,0.040768539
ERR599096,Mesopelagic,-8.978,-139.2432,GCA.002723295_sp5,0.038233267
ERR599112,Mesopelagic,-15.3216,43.2843,GCA.002723295_sp5,0.009574238
ERR599115,Mesopelagic,35.3379,-127.7376,GCA.002723295_sp5,0.024927945
ERR599124,Mesopelagic,-30.3455,-43.2924,GCA.002723295_sp5,0.006311303
ERR599125,Mesopelagic,-61.9898,-49.3613,GCA.002723295_sp5,0.015557406
ERR599127,Mesopelagic,14.1468,-116.6821,GCA.002723295_sp5,0.008355525
ERR599131,Mesopelagic,-31.056,4.6606,GCA.002723295_sp5,0.018605353
ERR599149,Mesopelagic,-20.3356,-3.2659,GCA.002723295_sp5,0.004167087
ERR599152,Mesopelagic,14.1468,-116.6821,GCA.002723295_sp5,0.008874408
ERR599154,Mesopelagic,-20.9724,-35.2742,GCA.002723295_sp5,0.006004776
ERR599159,Mesopelagic,-30.3455,-43.2924,GCA.002723295_sp5,0.007500384
ERR599164,Mesopelagic,-29.5082,37.9202,GCA.002723295_sp5,0.00890489
ERR599175,Mesopelagic,6.3929,-103.0691,GCA.002723295_sp5,0.008976593
ERR315858,Surface,42.1874,17.7189,GCA.002723295_sp5,0.063243455
ERR315861,Surface,42.1874,17.7189,GCA.002723295_sp5,0.064687739
ERR315862,Surface,33.9203,32.8411,GCA.002723295_sp5,0.0980219
ERR315863,Surface,33.9203,32.8411,GCA.002723295_sp5,0.14659289
ERR3589554,Surface,78.3192,91.7203,GCA.002723295_sp5,0.277535088
ERR3589555,Surface,77.9295,116.9938,GCA.002723295_sp5,0.210331543
ERR3589556,Surface,73.3833,-168.3333,GCA.002723295_sp5,0.174010864
ERR3589557,Surface,71.9208,-154.9367,GCA.002723295_sp5,0.217957961
ERR3589558,Surface,74.3218,-85.9117,GCA.002723295_sp5,0.117967384
ERR3589559,Surface,72.4769,-71.9329,GCA.002723295_sp5,0.234002999
ERR3589561,Surface,70.9706,-53.5968,GCA.002723295_sp5,0.2020944
ERR3589566,Surface,78.9222,79.2246,GCA.002723295_sp5,0.18488061
ERR3589568,Surface,74.7997,76.0879,GCA.002723295_sp5,0.061259399
ERR3589575,Surface,69.1094,-51.6368,GCA.002723295_sp5,0.235220083
ERR3589576,Surface,64.7609,-53.1069,GCA.002723295_sp5,0.285151636
ERR3589577,Surface,79.2023,66.5078,GCA.002723295_sp5,0.218225596
ERR3589580,Surface,71.5439,160.9423,GCA.002723295_sp5,0.094622571
ERR3589581,Surface,71.0704,174.9916,GCA.002723295_sp5,0.133919883
ERR3589582,Surface,61.5214,-55.9973,GCA.002723295_sp5,0.179177185
ERR3589586,Surface,76.1663,1.8689,GCA.002723295_sp5,0.087879829
ERR3589588,Surface,72.6601,44.1569,GCA.002723295_sp5,0.323420691
ERR3589590,Surface,77.3025,73.2438,GCA.002723295_sp5,0.140840632
ERR3589591,Surface,54.5745,-16.8264,GCA.002723295_sp5,0.312141131
ERR3589592,Surface,67.1385,0.2443,GCA.002723295_sp5,0.166007047
ERR598943,Surface,-5.254,-85.2248,GCA.002723295_sp5,0.086223988
ERR598945,Surface,-60.3606,-60.5096,GCA.002723295_sp5,0.175000553
ERR598951,Surface,39.3599,19.4084,GCA.002723295_sp5,0.047550133
ERR598954,Surface,-23.24,-129.4851,GCA.002723295_sp5,0.067931843
ERR598955,Surface,35.5571,-6.5586,GCA.002723295_sp5,0.079934981
ERR598959,Surface,18.4017,39.855,GCA.002723295_sp5,0.035522164
ERR598963,Surface,34.0491,-49.8315,GCA.002723295_sp5,0.132496395
ERR598966,Surface,20.8151,63.5046,GCA.002723295_sp5,0.045254242
ERR598967,Surface,-29.6749,-101.2137,GCA.002723295_sp5,0.085868226
ERR598968,Surface,34.8341,-71.204,GCA.002723295_sp5,0.072399674
ERR598969,Surface,34.835,34.8033,GCA.002723295_sp5,0.038730001
ERR598970,Surface,-29.5023,37.9965,GCA.002723295_sp5,0.06734499
ERR598973,Surface,-34.8986,18.03,GCA.002723295_sp5,0.113435316
ERR598976,Surface,36.139,-28.9598,GCA.002723295_sp5,0.132136982
ERR598978,Surface,-5.254,-85.2248,GCA.002723295_sp5,0.089047448
ERR598979,Surface,-35.2087,26.2932,GCA.002723295_sp5,0.051588801
ERR598983,Surface,39.2173,-72.0327,GCA.002723295_sp5,0.0664124
ERR598984,Surface,-8.7788,-17.9098,GCA.002723295_sp5,0.03353853
ERR598989,Surface,14.2017,-116.6336,GCA.002723295_sp5,0.099628485
ERR598991,Surface,18.4017,39.855,GCA.002723295_sp5,0.03987497
ERR598992,Surface,-8.9721,-139.2742,GCA.002723295_sp5,0.061492634
ERR598993,Surface,35.7392,14.3321,GCA.002723295_sp5,0.113006759
