run,layer,Latitude_End,Longitude_End,MAG,RPKM
ERR598994,Surface,32.1,17.7,GCA.002723295_sp5,0.08238544
ERR598997,Surface,2.0596,-84.553,GCA.002723295_sp5,0.080420971
ERR599003,Surface,35.5571,-6.5586,GCA.002723295_sp5,0.080367857
ERR599006,Surface,-30.1885,-43.2831,GCA.002723295_sp5,0.036093234
ERR599009,Surface,-47.1906,-58.2682,GCA.002723295_sp5,0.118220702
ERR599010,Surface,-21.0073,-35.3344,GCA.002723295_sp5,0.020502736
ERR599011,Surface,14.5,70,GCA.002723295_sp5,0.034085863
ERR599012,Surface,-22.3407,40.3444,GCA.002723295_sp5,0.048938752
ERR599019,Surface,-9.4112,66.3281,GCA.002723295_sp5,0.039262379
ERR599022,Surface,-30.1885,-43.2831,GCA.002723295_sp5,0.031892441
ERR599024,Surface,-21.1556,-104.8217,GCA.002723295_sp5,0.061943186
ERR599029,Surface,9.846,80.0607,GCA.002723295_sp5,0.118794205
ERR599030,Surface,6.3315,-102.9484,GCA.002723295_sp5,0.068241207
ERR599035,Surface,-47.1906,-58.2682,GCA.002723295_sp5,0.142457153
ERR599036,Surface,-9.1552,-140.5284,GCA.002723295_sp5,0.07469542
ERR599038,Surface,0.0095,-153.7143,GCA.002723295_sp5,0.125763386
ERR599039,Surface,-1.972,-84.601,GCA.002723295_sp5,0.164253182
ERR599041,Surface,23.4017,37.2183,GCA.002723295_sp5,0.027462656
ERR599043,Surface,39.3599,19.4084,GCA.002723295_sp5,0.061675268
ERR599045,Surface,0.0033,71.6428,GCA.002723295_sp5,0.047270818
ERR599049,Surface,22.1283,38.1967,GCA.002723295_sp5,0.053610086
ERR599050,Surface,-32.7806,-87.0917,GCA.002723295_sp5,0.137408739
ERR599052,Surface,35.4068,-127.7432,GCA.002723295_sp5,0.118210606
ERR599054,Surface,0.0033,71.6428,GCA.002723295_sp5,0.050552782
ERR599057,Surface,-15.331,43.2908,GCA.002723295_sp5,0.059109965
ERR599058,Surface,-17.0283,42.7449,GCA.002723295_sp5,0.062448082
ERR599059,Surface,-60.3606,-60.5096,GCA.002723295_sp5,0.17288589
ERR599064,Surface,-33.8785,-73.0369,GCA.002723295_sp5,0.198153555
ERR599066,Surface,-8.895,-142.6228,GCA.002723295_sp5,0.061177937
ERR599068,Surface,-34.8986,18.03,GCA.002723295_sp5,0.109561276
ERR599069,Surface,-9.1552,-140.5284,GCA.002723295_sp5,0.058522356
ERR599074,Surface,14.5,70,GCA.002723295_sp5,0.03605075
ERR599075,Surface,6.0124,73.8985,GCA.002723295_sp5,0.035972316
ERR599077,Surface,-16.9554,-100.6925,GCA.002723295_sp5,0.115121314
ERR599078,Surface,43.6906,-16.8555,GCA.002723295_sp5,0.157291709
ERR599080,Surface,-9.1552,-140.5284,GCA.002723295_sp5,0.05769296
ERR599088,Surface,-29.5023,37.9965,GCA.002723295_sp5,0.088359608
ERR599090,Surface,-62.1363,-49.3331,GCA.002723295_sp5,0.127240913
ERR599091,Surface,-8.895,-142.6228,GCA.002723295_sp5,0.073285733
ERR599093,Surface,-25.8126,-111.7386,GCA.002723295_sp5,0.084100765
ERR599098,Surface,-17.2387,53.9775,GCA.002723295_sp5,0.036708937
ERR599102,Surface,19.0342,64.5162,GCA.002723295_sp5,0.065902388
ERR599105,Surface,-8.7788,-17.9098,GCA.002723295_sp5,0.028366156
ERR599106,Surface,34.835,34.8033,GCA.002723295_sp5,0.050956229
ERR599114,Surface,-8.895,-142.6228,GCA.002723295_sp5,0.076939409
ERR599116,Surface,23.4017,37.2183,GCA.002723295_sp5,0.027240385
ERR599118,Surface,2.0596,-84.553,GCA.002723295_sp5,0.119902724
ERR599119,Surface,-8.895,-142.6228,GCA.002723295_sp5,0.079020617
ERR599120,Surface,-25.8126,-111.7386,GCA.002723295_sp5,0.077888459
ERR599123,Surface,31.8366,-64.109,GCA.002723295_sp5,0.128677429
ERR599126,Surface,-21.0073,-35.3344,GCA.002723295_sp5,0.027860155
ERR599129,Surface,-31.0263,4.6977,GCA.002723295_sp5,0.067450882
ERR599134,Surface,22.1283,38.1967,GCA.002723295_sp5,0.051583246
ERR599135,Surface,-20.3976,-3.2009,GCA.002723295_sp5,0.037896672
ERR599136,Surface,25.5416,88.4044,GCA.002723295_sp5,0.132538612
ERR599138,Surface,-9.4112,66.3281,GCA.002723295_sp5,0.053511103
ERR599139,Surface,-17.2387,53.9775,GCA.002723295_sp5,0.039039414
ERR599140,Surface,35.7392,14.3321,GCA.002723295_sp5,0.135276586
ERR599141,Surface,6.0124,73.8985,GCA.002723295_sp5,0.042028609
ERR599142,Surface,31.493,-159.0606,GCA.002723295_sp5,0.075996235
ERR599143,Surface,20.8151,63.5046,GCA.002723295_sp5,0.058626215
ERR599144,Surface,32.1,17.7,GCA.002723295_sp5,0.104237064
ERR599146,Surface,-35.2087,26.2932,GCA.002723295_sp5,0.070118904
ERR599150,Surface,-29.5023,37.9965,GCA.002723295_sp5,0.0775544
ERR599151,Surface,-9.1552,-140.5284,GCA.002723295_sp5,0.076494402
ERR599155,Surface,23.4017,37.2183,GCA.002723295_sp5,0.02475335
ERR599158,Surface,19.0342,64.5162,GCA.002723295_sp5,0.064288694
ERR599160,Surface,-8.8951,-140.3174,GCA.002723295_sp5,0.049097727
ERR599162,Surface,7.416,79.3102,GCA.002723295_sp5,0.088931407
ERR599163,Surface,-12.9488,-96.0293,GCA.002723295_sp5,0.152865243
ERR599165,Surface,-20.3976,-3.2009,GCA.002723295_sp5,0.041417722
ERR599169,Surface,-12.9488,-96.0293,GCA.002723295_sp5,0.146920303
ERR599171,Surface,-31.0263,4.6977,GCA.002723295_sp5,0.0695186
ERR599173,Surface,-34.8986,18.03,GCA.002723295_sp5,0.124349389
ERR599174,Surface,-31.0263,4.6977,GCA.002723295_sp5,0.05583772
ERR599176,Surface,-62.1363,-49.3331,GCA.002723295_sp5,0.124256052
